"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7530869382612","43.0618443316413","45.4161133603239","43.2337709700948","41.870110701107","44.623274455949","44.7997006095161","46.0152388377986","51.3341257598084","55.6333243968569","52.4022844994008","54.7335410425404","54.9590950618765","52.7902020027808","51.584977619302","57.120089244795","58.4645215623507","57.4125792498795","","","","","","",
"Afghanistan","AFG","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","9.27272669797149","8.75303633093478","7.15447139929936","5.06804679748614","5.18611082299384","4.97130257092038","3.80158739210129","3.2523238730567","4.026537119097","4.87160871754869","4.55311905821965","3.83313554770574","5.545543453537","5.48769252579291","5.37608261832799","4.71023484350742","5.42878258509225","4.13363419331971","4.55919176875394","6.05785906458677","5.97951437714366","5.83797904322318","","","","","","","","","","","","","","","","","","","","","","","","","4.78431021448697","6.77046094638147","9.31347877830488","10.5257794820622","11.5168508675913","4.92457270669029","4.33508142285659","4.34325913932908","4.02890683145859","3.96463786451499","3.59847581413645","",
"Angola","AGO","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25921534182404","3.17745379075588","5.16969314156703","3.55620343365337","2.57338628868441","2.01364344107582","3.78128722413993","4.33009626301221","5.13251726771237","5.46670611335646","5.62400102702996","8.14961347197637","10.6219629287563","12.6825100413295","21.4688931475826","20.215879143164","20.1794257745008","22.2621836545352","23.387914855678","22.8850536052804","27.2242272343243","21.1314512347081","",
"Albania","ALB","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83270072145417","3.76337632279457","3.17935838987083","3.83748843500692","3.73658799650524","3.95926652653395","4.74249173035751","6.06525135447046","6.41917478936187","7.54746675480266","9.54945981376803","15.2636295781472","22.1732604087867","29.9638407509549","35.4401442525168","36.9178004450881","37.5083905233815","39.4608976293323","39.0602908325438","38.0086836111604","37.5295300975354","35.6401054338233","34.7195288440552","",
"Andorra","AND","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","12.2453285771178","12.8313429040862","12.689772248655","13.1119175231298","12.9143119776373","14.8980409809882","14.7135664180972","14.4695040025465","15.062494358806","15.8630982896146","14.8616419725786","14.5258024930687","16.4332702159553","16.7282984718772","11.6526103452132","14.4521772174995","15.3227820690055","16.8268273106572","19.7422220943151","19.2688247007873","17.4241390523145","19.4148998557125","24.5281073379307","28.5460490879763","30.5571257950417","33.102366015585","39.2101770702522","37.6433979776065","38.8417589263376","35.8252512699106","27.0951984955823","24.7105678437922","22.0903084969776","23.3813939494615","25.4150427900157","27.1705983473438","26.809543137804","29.5327906369298","35.4344894191091","35.5752301696141","32.8406402176904","35.2031104947887","36.0898886675631","35.008221025001","34.0939546570383","34.9983799535855","35.1310456630733","38.3954103506862","40.2948972371456","47.3251385022224","42.7016698599798","39.2828567578329","38.6007745700746","40.1412405341672","43.4735107485908","52.7896704209533","60.5309455903788","",
"United Arab Emirates","ARE","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","9.76283161559172","13.7917868099169","16.3016831132445","21.0377983724644","17.808421529707","15.5774632202824","16.5137518428739","18.5318313545854","21.301461837575","21.7558982779179","22.5650091240876","29.0821542930975","29.1855146029393","31.917803075814","30.285511568934","25.2051040967092","26.7564254311803","26.9843103379003","28.2605288932419","29.3290585138878","29.7391700677453","29.2294875592417","31.0768507832961","36.8585245795462","35.5652218775594","31.2783320589072","34.4158856335593","36.1155467394","36.1794938050462","37.7234589277655","43.7654149756677","47.2941182239559","56.0379730932425","67.615153389619","84.4706803854695","74.4020764275403","63.5640543408126","60.484162878396","59.9794022985552","64.7678009865467","79.1179623599149","85.8934778086476","",
"Argentina","ARG","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","13.6112443648555","14.0881217748183","12.0111143401459","11.5200601982166","10.6266940953325","10.1066697396366","11.0604753990949","10.9435707274347","13.8659232883292","15.9785011847982","17.5387441024278","18.0216983735412","17.6345260412367","16.705575724589","19.1738082781793","16.4413498377265","13.5627672951483","18.3829098551981","20.5571174145344","24.0562276271982","25.3957927507699","33.5523067783184","33.9063722686191","28.1182756416111","25.0009988367976","17.3641413760603","16.9072294948969","21.2973148810876","20.3358354792818","39.7174950191489","15.6016948142115","12.5872034907184","15.4453354474077","18.2846049267413","20.280577998757","19.9606075608912","20.1870018252819","21.9334587634322","24.1532987732827","24.8933437498898","23.8947336198062","20.833574652466","15.3318584042485","10.7627059172487","9.68251819633223","10.6534929189359","11.9102616607561","13.0985413493544","12.313946714342","12.4162075416805","12.6901062454749","14.0087151168124","15.2128150156924","15.7290920133564","13.8237692455151","14.6616836095663","13.9696944128557","",
"Armenia","ARM","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4445662335988","8.37626024971494","11.0754743553773","7.26585288985832","5.62321621979984","6.02810910850021","7.40964194612388","8.73147780051416","9.94687048479611","7.57305376396689","6.7765303289068","5.682312019798","6.99064791926593","8.04803898916131","8.83746295020032","13.5779444169139","19.3867396865468","24.8549219693588","28.4451645997959","35.367887872035","40.0600551046667","42.380240486921","48.9171731063841","45.630782609944","48.754692210908","",
"American Samoa","ASM","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","40.0184093763561","38.1575409378685","29.1583578339913","28.9460350703566","32.9055569180959","31.0398603325709","36.6280993214368","32.7187713903869","33.8832943424895","32.9786821636229","39.2930539061994","38.3199487067949","39.5563301801677","40.5530860296486","42.0916508913414","45.0346724412899","43.2743596477842","38.5699947576436","45.3503590909616","49.6960766190706","55.8862104554135","56.1411943149879","57.8133876943571","58.3601438674554","62.3823688293207","66.2453097482766","64.5653414522971","60.7408005970828","60.3514274298185","64.1971115644025","64.4980118286309","66.7658105776613","74.5122853600432","78.8237107029304","76.3321830122556","69.7095791148595","68.0881416136478","60.348025089979","51.2193571885194","47.9619384248243","",
"Australia","AUS","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","19.1290205999277","17.6435079726651","18.656842342089","19.2935178441369","20.1219397363465","21.1366577517039","22.3955511778708","23.1112174649339","24.0154863466612","24.8376256377356","23.2927523657168","23.6320146738053","24.6871840952488","28.3871680527098","27.8749399068349","27.360215733367","27.8760987559441","27.403828149381","28.0701888086574","28.6739311809471","27.8596384288305","27.9389553591363","27.0582713717637","28.8026707093543","30.3172693958356","37.0583985039102","40.3347020223339","42.8009853765921","46.7186368608359","59.2415530543656","60.5565137460526","60.0984009878588","61.8283000155845","63.2317296077774","66.6842696003938","69.7309969565655","71.4118527449122","75.240201060214","79.0899964370184","84.1637095652174","87.6885437216087","88.5292787114648","91.4859522996375","99.3228172392753","102.834091995476","108.738222337268","113.729736358378","120.687233733485","121.798086255401","122.717685498965","125.85381437722","122.870864411011","121.911142768489","125.499390125087","129.201102081229","136.956809295946","142.926638994794","",
"Austria","AUT","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.7133618797227","88.5215255732021","87.8063658946774","87.7658457296124","94.3241057572639","94.4376064246562","92.9198838909934","95.8129663576874","97.7395746664","98.5283239444693","96.0610992869862","94.2237990260504","92.5577521177166","87.5775252113251","85.8353737463068","84.6741035840335","",
"Azerbaijan","AZE","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8106927242173","9.59862046574401","3.33407352565167","1.18585153247727","1.16604455764389","2.44948929163975","3.08118258132953","2.96517176664653","5.89966050203684","9.36377501522308","5.58499926658138","7.01209516069718","9.32196446892686","9.52973503951447","11.7157600239622","14.4333115805786","15.5933837841454","19.0662149043158","17.8847973219357","17.2813836538343","19.8112193600029","25.2116030261249","30.6380771297319","38.5207861386723","26.5662279951684","",
"Burundi","BDI","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","2.66922331216189","2.59407239549168","2.54206847006162","3.52349208384078","3.79538365564566","3.07276332391997","3.96532809770659","4.85587853749599","5.05339099993517","5.3307110215109","9.19766821751044","2.93188790053299","3.84609417824158","3.22049100819429","6.19315626462346","7.41515405816425","6.88888244575079","9.77501370189717","8.26066454655116","7.02716127878559","3.97110966311532","3.57335850307297","4.45477802639922","4.34157820949329","5.95634492379774","7.00542595746366","8.61454110316797","10.7484733220701","10.7210108331389","14.0311980046343","14.7361167419938","12.2656637135311","14.233409350057","11.8717036172695","13.5352073963018","15.3902064119455","17.0800144450383","16.3028323434215","20.3102627332747","20.1327261579025","17.3507477479317","14.5417907977491","15.8332977017638","14.7758435007839","13.6646239991627","14.9807148066832","18.2482762491181","20.3235655496272","18.9066005818659","17.3971957341483","16.7458190190552","16.4570006271093","16.7378108200444","",
"Belgium","BEL","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0535664556864","74.1340474635156","72.5965450526406","71.4456391059642","73.4993721341034","74.040474517026","","","","65.9366623976065","63.7110996633161","62.2131253394378","61.4510757562164","63.3030992600507","65.5291813773315","68.2267106646843","62.3465857627069","58.2904291545614","56.4964989092044","54.9621570519931","54.5514697931691","56.4857299718254","58.2830070933892","61.5583166356102","64.4309256340409","",
"Benin","BEN","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","5.01243663962303","5.53633104967636","6.68049504974799","7.13637771142211","7.35105145265308","6.36213867626865","5.72409858524698","6.06656862746621","6.35876876199007","7.62722182451718","8.02357544432656","9.25057632418204","10.0710763481558","11.3280584182609","12.3243537932305","22.3656087715105","19.2348025010507","20.4046198232155","21.5172811160149","25.1699103989591","28.6290731090899","24.7977723988895","30.2208354424658","31.8399619420792","25.4439357602281","30.955511264498","28.6602538046099","26.5785988132497","28.5622867545904","21.5816821139048","19.1276890376961","15.3838102636286","11.6744766178662","10.5145447070759","8.45262514060143","7.42840515414758","8.47764074613428","5.41528298944634","6.91321098678385","9.76118591872472","10.6073693417888","7.06168880745152","6.80732738374824","10.9144418010397","11.3971000730135","12.5728556449207","13.9917166127785","16.5693011501223","17.4008698751135","19.8112297323347","20.7852397252187","21.9663627337275","20.6266614867735","21.4690248364649","21.5041320386707","21.0417555066582","21.7622425305041","",
